user_id,F,last_buy,M_proxy,R,分层
148023,2,2017-12-03,2,0,稳定复购用户
148024,5,2017-12-02,4,1,高频多品类用户
148043,3,2017-12-03,3,0,高频多品类用户
148047,3,2017-12-01,3,2,高频多品类用户
148052,6,2017-12-01,6,2,高频多品类用户
148076,4,2017-12-02,4,1,高频多品类用户
148078,1,2017-12-03,1,0,新购买用户
148084,5,2017-12-02,5,1,高频多品类用户
148105,7,2017-12-03,2,0,高频多品类用户
148107,3,2017-12-01,3,2,高频多品类用户
148108,10,2017-12-03,8,0,高频多品类用户
148114,3,2017-12-03,3,0,高频多品类用户
148118,12,2017-12-01,10,2,高频多品类用户
148133,1,2017-11-25,1,8,低频沉睡用户
148135,2,2017-11-30,2,3,稳定复购用户
148136,1,2017-11-29,1,4,低频沉睡用户
148139,2,2017-12-03,2,0,稳定复购用户
148140,2,2017-12-01,2,2,稳定复购用户
148149,3,2017-12-01,3,2,高频多品类用户
148170,1,2017-12-02,1,1,新购买用户
148173,2,2017-11-27,2,6,稳定复购用户
148174,1,2017-12-02,1,1,新购买用户
148182,3,2017-12-03,2,0,高频多品类用户
148183,3,2017-11-27,2,6,高频多品类用户
148186,6,2017-11-30,6,3,高频多品类用户
148196,2,2017-11-29,2,4,稳定复购用户
148203,3,2017-12-03,3,0,高频多品类用户
148205,1,2017-11-25,1,8,低频沉睡用户
148217,3,2017-12-03,1,0,稳定复购用户
148221,7,2017-12-03,6,0,高频多品类用户
148247,1,2017-11-26,1,7,低频沉睡用户
148251,1,2017-12-02,1,1,新购买用户
148257,2,2017-12-01,1,2,稳定复购用户
148258,1,2017-12-02,1,1,新购买用户
148263,1,2017-11-27,1,6,低频沉睡用户
148281,1,2017-11-30,1,3,低频沉睡用户
148292,1,2017-11-27,1,6,低频沉睡用户
148294,1,2017-11-25,1,8,低频沉睡用户
148295,1,2017-11-28,1,5,低频沉睡用户
148296,3,2017-12-02,3,1,高频多品类用户
148302,2,2017-11-27,2,6,稳定复购用户
148310,1,2017-11-30,1,3,低频沉睡用户
148321,5,2017-11-29,5,4,高频多品类用户
148322,11,2017-11-29,7,4,高频多品类用户
148336,3,2017-12-01,3,2,高频多品类用户
148347,3,2017-11-30,3,3,高频多品类用户
148352,2,2017-12-03,2,0,稳定复购用户
148363,2,2017-12-02,2,1,稳定复购用户
148373,1,2017-11-27,1,6,低频沉睡用户
148378,2,2017-12-03,2,0,稳定复购用户
148394,7,2017-12-03,5,0,高频多品类用户
148405,1,2017-11-26,1,7,低频沉睡用户
148407,1,2017-11-26,1,7,低频沉睡用户
148415,9,2017-11-30,9,3,高频多品类用户
148420,5,2017-12-03,4,0,高频多品类用户
148429,4,2017-11-26,4,7,高频多品类用户
148433,1,2017-11-29,1,4,低频沉睡用户
148436,4,2017-11-30,3,3,高频多品类用户
148445,15,2017-12-01,8,2,高频多品类用户
148450,3,2017-11-27,3,6,高频多品类用户
148457,2,2017-12-03,2,0,稳定复购用户
148461,1,2017-12-02,1,1,新购买用户
148470,5,2017-12-02,4,1,高频多品类用户
148477,4,2017-11-29,4,4,高频多品类用户
148482,3,2017-12-02,2,1,高频多品类用户
148489,1,2017-12-02,1,1,新购买用户
148505,1,2017-12-01,1,2,低频沉睡用户
148540,2,2017-11-30,2,3,稳定复购用户
148572,2,2017-11-29,2,4,稳定复购用户
148582,2,2017-11-30,1,3,稳定复购用户
148593,2,2017-11-30,2,3,稳定复购用户
148598,2,2017-12-02,2,1,稳定复购用户
148614,2,2017-12-02,2,1,稳定复购用户
148618,10,2017-12-03,7,0,高频多品类用户
148629,9,2017-11-30,6,3,高频多品类用户
148633,1,2017-12-02,1,1,新购买用户
148636,1,2017-12-02,1,1,新购买用户
148649,3,2017-12-03,3,0,高频多品类用户
148656,2,2017-12-02,2,1,稳定复购用户
148659,12,2017-12-03,11,0,高频多品类用户
148670,2,2017-12-02,2,1,稳定复购用户
148672,5,2017-12-01,5,2,高频多品类用户
148686,2,2017-11-28,1,5,稳定复购用户
148691,1,2017-11-27,1,6,低频沉睡用户
148696,6,2017-12-03,6,0,高频多品类用户
148703,2,2017-11-27,2,6,稳定复购用户
148711,2,2017-12-03,2,0,稳定复购用户
148735,1,2017-11-30,1,3,低频沉睡用户
148737,3,2017-12-02,3,1,高频多品类用户
148742,2,2017-12-01,2,2,稳定复购用户
148747,4,2017-12-02,4,1,高频多品类用户
148750,2,2017-12-01,1,2,稳定复购用户
148756,6,2017-12-02,4,1,高频多品类用户
148760,1,2017-11-28,1,5,低频沉睡用户
148766,1,2017-11-29,1,4,低频沉睡用户
148782,1,2017-12-03,1,0,新购买用户
148789,5,2017-12-03,5,0,高频多品类用户
148792,3,2017-12-01,3,2,高频多品类用户
148794,4,2017-12-03,4,0,高频多品类用户
148807,1,2017-11-25,1,8,低频沉睡用户
148809,2,2017-11-28,2,5,稳定复购用户
148811,3,2017-12-02,2,1,高频多品类用户
148819,2,2017-11-29,2,4,稳定复购用户
148831,5,2017-12-03,4,0,高频多品类用户
148832,3,2017-12-03,3,0,高频多品类用户
148839,1,2017-11-27,1,6,低频沉睡用户
148840,2,2017-12-03,2,0,稳定复购用户
148841,5,2017-11-30,5,3,高频多品类用户
148845,2,2017-12-03,1,0,稳定复购用户
148857,4,2017-12-02,4,1,高频多品类用户
148865,7,2017-12-03,6,0,高频多品类用户
148874,3,2017-12-03,3,0,高频多品类用户
148876,4,2017-12-03,2,0,高频多品类用户
148931,2,2017-11-26,2,7,稳定复购用户
148948,5,2017-12-02,5,1,高频多品类用户
148954,1,2017-12-01,1,2,低频沉睡用户
148956,1,2017-12-03,1,0,新购买用户
148968,1,2017-12-03,1,0,新购买用户
148969,1,2017-11-27,1,6,低频沉睡用户
148978,3,2017-11-29,3,4,高频多品类用户
148995,2,2017-11-27,2,6,稳定复购用户
148996,7,2017-12-01,6,2,高频多品类用户
148999,5,2017-12-03,5,0,高频多品类用户
149006,5,2017-12-02,4,1,高频多品类用户
149007,1,2017-11-28,1,5,低频沉睡用户
149015,1,2017-11-30,1,3,低频沉睡用户
149017,16,2017-12-03,12,0,高频多品类用户
149020,1,2017-12-03,1,0,新购买用户
149022,6,2017-12-03,6,0,高频多品类用户
149023,1,2017-11-25,1,8,低频沉睡用户
149033,2,2017-11-30,2,3,稳定复购用户
149042,2,2017-12-03,2,0,稳定复购用户
149045,1,2017-11-28,1,5,低频沉睡用户
149060,3,2017-11-26,3,7,高频多品类用户
149062,7,2017-12-02,4,1,高频多品类用户
149078,2,2017-11-28,2,5,稳定复购用户
149080,5,2017-12-02,4,1,高频多品类用户
149082,2,2017-12-03,2,0,稳定复购用户
149092,2,2017-12-01,2,2,稳定复购用户
149114,1,2017-11-29,1,4,低频沉睡用户
149126,1,2017-11-28,1,5,低频沉睡用户
149127,2,2017-12-02,2,1,稳定复购用户
149129,1,2017-11-25,1,8,低频沉睡用户
149136,3,2017-12-01,3,2,高频多品类用户
149137,1,2017-12-01,1,2,低频沉睡用户
149138,1,2017-11-30,1,3,低频沉睡用户
149140,1,2017-11-25,1,8,低频沉睡用户
149157,2,2017-12-02,1,1,稳定复购用户
149159,2,2017-12-02,2,1,稳定复购用户
149163,1,2017-11-30,1,3,低频沉睡用户
149174,3,2017-12-02,3,1,高频多品类用户
149175,2,2017-12-01,2,2,稳定复购用户
149178,3,2017-12-02,3,1,高频多品类用户
149184,3,2017-12-03,2,0,高频多品类用户
149185,1,2017-12-01,1,2,低频沉睡用户
149211,2,2017-11-30,2,3,稳定复购用户
149221,2,2017-12-02,2,1,稳定复购用户
149226,6,2017-12-01,4,2,高频多品类用户
149230,1,2017-12-03,1,0,新购买用户
149235,2,2017-12-03,2,0,稳定复购用户
149248,1,2017-11-28,1,5,低频沉睡用户
149252,4,2017-12-02,3,1,高频多品类用户
149255,6,2017-12-03,6,0,高频多品类用户
149260,1,2017-12-03,1,0,新购买用户
149262,1,2017-12-02,1,1,新购买用户
149273,1,2017-12-01,1,2,低频沉睡用户
149274,7,2017-12-03,3,0,高频多品类用户
149281,2,2017-12-02,2,1,稳定复购用户
149285,1,2017-11-30,1,3,低频沉睡用户
149288,1,2017-12-02,1,1,新购买用户
149292,1,2017-11-25,1,8,低频沉睡用户
149294,1,2017-12-02,1,1,新购买用户
149301,1,2017-11-28,1,5,低频沉睡用户
149306,5,2017-12-03,5,0,高频多品类用户
149308,2,2017-12-02,2,1,稳定复购用户
149320,3,2017-12-02,3,1,高频多品类用户
149327,2,2017-11-26,2,7,稳定复购用户
149328,2,2017-11-25,2,8,稳定复购用户
149332,1,2017-11-25,1,8,低频沉睡用户
149342,3,2017-12-02,2,1,高频多品类用户
149348,1,2017-11-27,1,6,低频沉睡用户
149351,2,2017-11-27,2,6,稳定复购用户
149356,4,2017-12-03,3,0,高频多品类用户
149360,1,2017-11-28,1,5,低频沉睡用户
149367,1,2017-11-27,1,6,低频沉睡用户
149368,1,2017-11-30,1,3,低频沉睡用户
149379,6,2017-12-02,5,1,高频多品类用户
149383,1,2017-11-28,1,5,低频沉睡用户
149388,2,2017-12-03,2,0,稳定复购用户
149401,1,2017-11-26,1,7,低频沉睡用户
149404,2,2017-11-30,2,3,稳定复购用户
149405,1,2017-12-02,1,1,新购买用户
149410,1,2017-11-29,1,4,低频沉睡用户
149412,3,2017-12-01,3,2,高频多品类用户
149418,1,2017-11-25,1,8,低频沉睡用户
149423,6,2017-11-29,6,4,高频多品类用户
149431,2,2017-11-27,2,6,稳定复购用户
149438,1,2017-12-02,1,1,新购买用户
149452,2,2017-11-28,1,5,稳定复购用户
149457,2,2017-11-30,2,3,稳定复购用户
149475,9,2017-12-03,8,0,高频多品类用户
149490,1,2017-11-26,1,7,低频沉睡用户
149497,1,2017-11-25,1,8,低频沉睡用户
149512,3,2017-11-25,3,8,高频多品类用户
149514,3,2017-12-03,3,0,高频多品类用户
149523,5,2017-11-29,5,4,高频多品类用户
149535,1,2017-11-26,1,7,低频沉睡用户
149549,1,2017-11-28,1,5,低频沉睡用户
149552,5,2017-12-03,5,0,高频多品类用户
149558,1,2017-12-02,1,1,新购买用户
149560,1,2017-11-28,1,5,低频沉睡用户
149567,4,2017-11-29,4,4,高频多品类用户
149569,4,2017-12-01,4,2,高频多品类用户
149570,1,2017-11-26,1,7,低频沉睡用户
149571,3,2017-11-27,2,6,高频多品类用户
149588,1,2017-11-27,1,6,低频沉睡用户
149599,1,2017-11-28,1,5,低频沉睡用户
149606,1,2017-11-30,1,3,低频沉睡用户
149611,13,2017-12-03,11,0,高频多品类用户
149617,5,2017-11-30,4,3,高频多品类用户
149634,1,2017-11-28,1,5,低频沉睡用户
149647,1,2017-11-27,1,6,低频沉睡用户
149656,2,2017-12-03,2,0,稳定复购用户
149668,4,2017-12-02,1,1,稳定复购用户
149669,3,2017-11-29,3,4,高频多品类用户
149671,3,2017-12-03,3,0,高频多品类用户
149678,2,2017-11-28,1,5,稳定复购用户
149679,3,2017-11-29,3,4,高频多品类用户
149681,1,2017-11-29,1,4,低频沉睡用户
149694,1,2017-11-30,1,3,低频沉睡用户
149703,1,2017-11-27,1,6,低频沉睡用户
149715,2,2017-12-02,2,1,稳定复购用户
149740,4,2017-12-03,3,0,高频多品类用户
149748,2,2017-11-29,2,4,稳定复购用户
149751,4,2017-12-03,4,0,高频多品类用户
149753,1,2017-11-27,1,6,低频沉睡用户
149760,1,2017-11-28,1,5,低频沉睡用户
149779,1,2017-11-26,1,7,低频沉睡用户
149789,2,2017-11-27,2,6,稳定复购用户
149800,1,2017-11-27,1,6,低频沉睡用户
149806,5,2017-11-30,2,3,高频多品类用户
149809,1,2017-12-03,1,0,新购买用户
149814,2,2017-12-03,1,0,稳定复购用户
149817,2,2017-12-03,1,0,稳定复购用户
149822,4,2017-12-02,4,1,高频多品类用户
149824,3,2017-11-30,3,3,高频多品类用户
149830,1,2017-11-28,1,5,低频沉睡用户
149832,10,2017-12-02,10,1,高频多品类用户
149833,2,2017-12-01,2,2,稳定复购用户
149836,1,2017-12-01,1,2,低频沉睡用户
149837,4,2017-12-03,4,0,高频多品类用户
149840,1,2017-11-28,1,5,低频沉睡用户
149848,7,2017-12-03,7,0,高频多品类用户
149855,3,2017-12-03,3,0,高频多品类用户
149857,3,2017-11-29,3,4,高频多品类用户
149864,4,2017-12-03,3,0,高频多品类用户
149888,2,2017-12-01,1,2,稳定复购用户
149891,3,2017-12-03,3,0,高频多品类用户
149898,2,2017-12-03,2,0,稳定复购用户
149909,1,2017-12-02,1,1,新购买用户
149918,1,2017-11-30,1,3,低频沉睡用户
149931,2,2017-12-01,1,2,稳定复购用户
149934,6,2017-12-01,5,2,高频多品类用户
149935,1,2017-11-30,1,3,低频沉睡用户
149940,5,2017-12-01,4,2,高频多品类用户
149943,2,2017-11-26,2,7,稳定复购用户
149959,2,2017-12-03,2,0,稳定复购用户
149961,1,2017-11-26,1,7,低频沉睡用户
149974,5,2017-11-29,5,4,高频多品类用户
149994,3,2017-12-03,3,0,高频多品类用户
149996,1,2017-11-30,1,3,低频沉睡用户
149998,7,2017-11-29,7,4,高频多品类用户
150004,1,2017-12-03,1,0,新购买用户
150014,1,2017-12-02,1,1,新购买用户
150034,1,2017-11-29,1,4,低频沉睡用户
150039,1,2017-11-29,1,4,低频沉睡用户
150042,10,2017-12-03,8,0,高频多品类用户
150043,1,2017-11-26,1,7,低频沉睡用户
150056,2,2017-11-30,2,3,稳定复购用户
150060,3,2017-11-27,3,6,高频多品类用户
150064,3,2017-11-30,2,3,高频多品类用户
150073,7,2017-12-03,7,0,高频多品类用户
150074,4,2017-12-02,3,1,高频多品类用户
150077,3,2017-12-01,2,2,高频多品类用户
150078,1,2017-11-29,1,4,低频沉睡用户
150083,1,2017-11-25,1,8,低频沉睡用户
150090,2,2017-11-26,2,7,稳定复购用户
150113,1,2017-11-25,1,8,低频沉睡用户
150123,1,2017-11-25,1,8,低频沉睡用户
150130,1,2017-11-26,1,7,低频沉睡用户
150151,3,2017-12-01,3,2,高频多品类用户
150157,1,2017-12-03,1,0,新购买用户
150166,5,2017-12-03,5,0,高频多品类用户
150167,1,2017-12-02,1,1,新购买用户
150195,1,2017-11-26,1,7,低频沉睡用户
150198,3,2017-12-02,3,1,高频多品类用户
150200,2,2017-11-26,2,7,稳定复购用户
150223,4,2017-12-02,4,1,高频多品类用户
150225,4,2017-12-02,4,1,高频多品类用户
150229,3,2017-12-03,2,0,高频多品类用户
150238,3,2017-11-27,3,6,高频多品类用户
150259,3,2017-12-02,3,1,高频多品类用户
150271,1,2017-11-26,1,7,低频沉睡用户
150279,2,2017-12-02,2,1,稳定复购用户
150284,3,2017-12-01,3,2,高频多品类用户
150294,3,2017-12-01,3,2,高频多品类用户
150297,1,2017-11-25,1,8,低频沉睡用户
150307,2,2017-12-01,2,2,稳定复购用户
150309,2,2017-12-03,2,0,稳定复购用户
150310,1,2017-11-26,1,7,低频沉睡用户
150312,3,2017-12-01,3,2,高频多品类用户
150324,1,2017-12-01,1,2,低频沉睡用户
150330,9,2017-11-27,8,6,高频多品类用户
150353,1,2017-11-30,1,3,低频沉睡用户
150357,1,2017-11-26,1,7,低频沉睡用户
150367,2,2017-11-28,2,5,稳定复购用户
150374,1,2017-11-30,1,3,低频沉睡用户
150375,3,2017-11-29,3,4,高频多品类用户
150377,1,2017-11-25,1,8,低频沉睡用户
150393,2,2017-12-02,2,1,稳定复购用户
150396,1,2017-11-28,1,5,低频沉睡用户
150408,3,2017-12-03,2,0,高频多品类用户
150420,4,2017-12-03,3,0,高频多品类用户
150426,5,2017-12-02,5,1,高频多品类用户
150443,2,2017-12-01,2,2,稳定复购用户
150447,2,2017-11-30,1,3,稳定复购用户
150477,4,2017-12-03,4,0,高频多品类用户
150492,2,2017-11-27,2,6,稳定复购用户
150494,3,2017-12-03,3,0,高频多品类用户
150496,4,2017-11-30,2,3,高频多品类用户
150498,1,2017-11-30,1,3,低频沉睡用户
150499,4,2017-12-03,4,0,高频多品类用户
150500,10,2017-12-03,8,0,高频多品类用户
150501,5,2017-11-29,4,4,高频多品类用户
150511,2,2017-11-29,2,4,稳定复购用户
150513,4,2017-12-02,4,1,高频多品类用户
150515,1,2017-12-03,1,0,新购买用户
150525,3,2017-11-27,2,6,高频多品类用户
150526,1,2017-12-03,1,0,新购买用户
150541,2,2017-12-03,2,0,稳定复购用户
150545,4,2017-12-03,4,0,高频多品类用户
150546,2,2017-11-28,2,5,稳定复购用户
150548,3,2017-11-26,3,7,高频多品类用户
150552,10,2017-12-02,10,1,高频多品类用户
150562,1,2017-11-27,1,6,低频沉睡用户
150566,5,2017-12-02,5,1,高频多品类用户
150573,1,2017-12-02,1,1,新购买用户
150593,1,2017-11-27,1,6,低频沉睡用户
150615,1,2017-11-25,1,8,低频沉睡用户
150616,5,2017-12-02,4,1,高频多品类用户
150618,2,2017-12-03,2,0,稳定复购用户
150633,6,2017-12-03,4,0,高频多品类用户
150635,1,2017-11-25,1,8,低频沉睡用户
150642,3,2017-11-30,2,3,高频多品类用户
150661,3,2017-12-03,3,0,高频多品类用户
150680,8,2017-12-03,8,0,高频多品类用户
150699,7,2017-12-01,5,2,高频多品类用户
150708,1,2017-12-02,1,1,新购买用户
150709,1,2017-11-25,1,8,低频沉睡用户
150718,1,2017-11-26,1,7,低频沉睡用户
150729,5,2017-12-03,3,0,高频多品类用户
150732,3,2017-12-03,3,0,高频多品类用户
150733,3,2017-12-02,3,1,高频多品类用户
150735,12,2017-12-03,7,0,高频多品类用户
150736,3,2017-11-27,3,6,高频多品类用户
150755,2,2017-12-03,2,0,稳定复购用户
150762,1,2017-11-26,1,7,低频沉睡用户
150764,5,2017-12-02,5,1,高频多品类用户
150770,1,2017-11-26,1,7,低频沉睡用户
150772,1,2017-12-02,1,1,新购买用户
150779,3,2017-11-30,3,3,高频多品类用户
150787,1,2017-12-03,1,0,新购买用户
150790,2,2017-11-28,2,5,稳定复购用户
150791,3,2017-11-30,3,3,高频多品类用户
150797,1,2017-11-29,1,4,低频沉睡用户
150800,6,2017-11-29,5,4,高频多品类用户
150822,1,2017-12-03,1,0,新购买用户
150830,16,2017-11-30,8,3,高频多品类用户
150836,1,2017-12-03,1,0,新购买用户
150849,1,2017-11-30,1,3,低频沉睡用户
150856,1,2017-11-27,1,6,低频沉睡用户
150872,2,2017-12-03,2,0,稳定复购用户
150887,1,2017-11-25,1,8,低频沉睡用户
150902,2,2017-12-03,2,0,稳定复购用户
150904,1,2017-12-02,1,1,新购买用户
150917,5,2017-11-29,4,4,高频多品类用户
150920,18,2017-12-03,17,0,高频多品类用户
150928,3,2017-11-29,3,4,高频多品类用户
150929,3,2017-11-30,2,3,高频多品类用户
150936,3,2017-12-03,2,0,高频多品类用户
150943,5,2017-11-28,5,5,高频多品类用户
150944,1,2017-11-29,1,4,低频沉睡用户
150950,1,2017-11-30,1,3,低频沉睡用户
150954,7,2017-12-03,5,0,高频多品类用户
150958,8,2017-12-01,8,2,高频多品类用户
150968,6,2017-12-01,3,2,高频多品类用户
150970,1,2017-12-02,1,1,新购买用户
150971,4,2017-12-03,3,0,高频多品类用户
150974,3,2017-11-28,3,5,高频多品类用户
150980,4,2017-12-03,4,0,高频多品类用户
150987,4,2017-11-29,4,4,高频多品类用户
150988,3,2017-11-28,2,5,高频多品类用户
150998,2,2017-11-27,2,6,稳定复购用户
151006,2,2017-12-01,2,2,稳定复购用户
151007,1,2017-12-03,1,0,新购买用户
151009,10,2017-11-30,9,3,高频多品类用户
151011,1,2017-11-26,1,7,低频沉睡用户
151017,2,2017-12-02,2,1,稳定复购用户
151027,1,2017-11-27,1,6,低频沉睡用户
151041,2,2017-11-29,2,4,稳定复购用户
151045,2,2017-12-03,2,0,稳定复购用户
151050,1,2017-11-27,1,6,低频沉睡用户
151080,2,2017-11-26,2,7,稳定复购用户
151084,3,2017-12-01,2,2,高频多品类用户
151088,4,2017-12-01,4,2,高频多品类用户
151095,1,2017-12-03,1,0,新购买用户
151097,1,2017-12-03,1,0,新购买用户
151100,2,2017-12-01,2,2,稳定复购用户
151129,2,2017-11-28,1,5,稳定复购用户
151137,1,2017-11-29,1,4,低频沉睡用户
151141,9,2017-12-02,8,1,高频多品类用户
151145,5,2017-12-01,5,2,高频多品类用户
151149,6,2017-12-01,6,2,高频多品类用户
151151,5,2017-12-02,5,1,高频多品类用户
151152,1,2017-11-27,1,6,低频沉睡用户
151154,2,2017-12-03,2,0,稳定复购用户
151156,5,2017-12-02,4,1,高频多品类用户
151163,1,2017-11-28,1,5,低频沉睡用户
151164,8,2017-12-01,2,2,高频多品类用户
151195,1,2017-12-02,1,1,新购买用户
151196,2,2017-12-02,2,1,稳定复购用户
151201,1,2017-11-27,1,6,低频沉睡用户
151204,2,2017-11-30,2,3,稳定复购用户
151210,1,2017-11-25,1,8,低频沉睡用户
151222,1,2017-11-27,1,6,低频沉睡用户
151228,2,2017-11-29,2,4,稳定复购用户
151231,12,2017-12-03,5,0,高频多品类用户
151234,5,2017-12-03,5,0,高频多品类用户
151236,2,2017-12-03,2,0,稳定复购用户
151245,2,2017-11-28,2,5,稳定复购用户
151247,4,2017-11-30,4,3,高频多品类用户
151249,1,2017-12-01,1,2,低频沉睡用户
151255,1,2017-12-02,1,1,新购买用户
151260,3,2017-12-02,3,1,高频多品类用户
151263,1,2017-11-27,1,6,低频沉睡用户
151279,3,2017-11-29,3,4,高频多品类用户
151286,1,2017-12-03,1,0,新购买用户
151310,2,2017-12-03,2,0,稳定复购用户
151317,3,2017-12-02,3,1,高频多品类用户
151322,7,2017-12-01,7,2,高频多品类用户
151331,3,2017-11-27,3,6,高频多品类用户
151368,5,2017-12-03,4,0,高频多品类用户
151391,5,2017-12-02,4,1,高频多品类用户
151392,2,2017-11-27,2,6,稳定复购用户
151396,3,2017-12-03,2,0,高频多品类用户
151397,3,2017-11-30,3,3,高频多品类用户
151398,2,2017-12-02,2,1,稳定复购用户
151418,2,2017-11-30,2,3,稳定复购用户
151420,1,2017-12-03,1,0,新购买用户
151422,1,2017-11-29,1,4,低频沉睡用户
151423,1,2017-11-25,1,8,低频沉睡用户
151455,3,2017-11-30,3,3,高频多品类用户
151456,4,2017-12-03,3,0,高频多品类用户
151465,6,2017-12-02,6,1,高频多品类用户
151466,3,2017-12-03,2,0,高频多品类用户
151472,2,2017-12-01,1,2,稳定复购用户
151493,4,2017-12-02,3,1,高频多品类用户
151509,4,2017-12-01,3,2,高频多品类用户
151517,2,2017-12-01,2,2,稳定复购用户
151527,5,2017-12-01,5,2,高频多品类用户
151532,1,2017-11-30,1,3,低频沉睡用户
151535,1,2017-11-30,1,3,低频沉睡用户
151541,4,2017-12-02,3,1,高频多品类用户
151544,3,2017-11-26,2,7,高频多品类用户
151547,2,2017-12-03,2,0,稳定复购用户
151553,2,2017-11-27,2,6,稳定复购用户
151563,3,2017-12-02,3,1,高频多品类用户
151571,2,2017-12-03,2,0,稳定复购用户
151575,5,2017-11-30,3,3,高频多品类用户
151577,3,2017-11-30,2,3,高频多品类用户
151585,5,2017-12-01,5,2,高频多品类用户
151591,2,2017-12-01,2,2,稳定复购用户
151597,6,2017-12-03,3,0,高频多品类用户
151605,11,2017-12-03,9,0,高频多品类用户
151611,3,2017-12-02,3,1,高频多品类用户
151614,1,2017-11-27,1,6,低频沉睡用户
151675,2,2017-12-02,2,1,稳定复购用户
151678,5,2017-12-01,4,2,高频多品类用户
151681,3,2017-11-30,3,3,高频多品类用户
151698,8,2017-11-29,4,4,高频多品类用户
151702,2,2017-12-03,2,0,稳定复购用户
151713,1,2017-12-01,1,2,低频沉睡用户
151718,1,2017-11-26,1,7,低频沉睡用户
151725,2,2017-12-02,2,1,稳定复购用户
151728,4,2017-11-28,4,5,高频多品类用户
151736,5,2017-12-01,4,2,高频多品类用户
151750,2,2017-11-29,2,4,稳定复购用户
151752,1,2017-11-27,1,6,低频沉睡用户
151768,3,2017-11-30,3,3,高频多品类用户
151777,2,2017-12-03,2,0,稳定复购用户
151781,3,2017-12-01,2,2,高频多品类用户
151782,2,2017-11-27,2,6,稳定复购用户
151794,2,2017-12-03,2,0,稳定复购用户
151799,5,2017-12-03,3,0,高频多品类用户
151823,1,2017-12-01,1,2,低频沉睡用户
151833,4,2017-12-03,4,0,高频多品类用户
151835,1,2017-12-02,1,1,新购买用户
151841,1,2017-12-03,1,0,新购买用户
151856,1,2017-11-25,1,8,低频沉睡用户
151860,4,2017-12-01,4,2,高频多品类用户
151868,4,2017-11-30,4,3,高频多品类用户
151871,2,2017-12-03,2,0,稳定复购用户
151873,17,2017-12-01,14,2,高频多品类用户
151897,3,2017-12-02,3,1,高频多品类用户
151901,5,2017-12-02,5,1,高频多品类用户
151904,2,2017-12-01,2,2,稳定复购用户
151905,2,2017-11-25,2,8,稳定复购用户
151906,2,2017-11-28,2,5,稳定复购用户
151919,1,2017-12-01,1,2,低频沉睡用户
151946,1,2017-12-03,1,0,新购买用户
151959,1,2017-11-26,1,7,低频沉睡用户
151962,1,2017-11-30,1,3,低频沉睡用户
151964,2,2017-12-02,2,1,稳定复购用户
151967,1,2017-11-27,1,6,低频沉睡用户
151968,1,2017-11-26,1,7,低频沉睡用户
151969,4,2017-11-30,4,3,高频多品类用户
151984,1,2017-11-25,1,8,低频沉睡用户
152024,1,2017-12-02,1,1,新购买用户
152048,1,2017-11-27,1,6,低频沉睡用户
152058,1,2017-12-02,1,1,新购买用户
152064,5,2017-12-03,5,0,高频多品类用户
152070,1,2017-11-29,1,4,低频沉睡用户
152084,11,2017-12-02,7,1,高频多品类用户
152086,5,2017-12-02,3,1,高频多品类用户
152089,6,2017-11-25,6,8,高频多品类用户
152092,1,2017-11-30,1,3,低频沉睡用户
152093,7,2017-12-03,5,0,高频多品类用户
152095,4,2017-12-03,3,0,高频多品类用户
152123,4,2017-11-30,4,3,高频多品类用户
152125,2,2017-12-02,2,1,稳定复购用户
152150,3,2017-12-03,3,0,高频多品类用户
152159,3,2017-11-30,3,3,高频多品类用户
152162,6,2017-12-03,6,0,高频多品类用户
152166,1,2017-11-28,1,5,低频沉睡用户
152180,3,2017-12-03,2,0,高频多品类用户
152181,1,2017-12-03,1,0,新购买用户
152182,1,2017-12-02,1,1,新购买用户
152183,4,2017-11-29,3,4,高频多品类用户
152205,1,2017-11-27,1,6,低频沉睡用户
152208,1,2017-11-27,1,6,低频沉睡用户
152219,4,2017-12-02,2,1,高频多品类用户
152223,2,2017-11-28,2,5,稳定复购用户
152224,2,2017-12-03,2,0,稳定复购用户
152229,5,2017-12-03,5,0,高频多品类用户
152231,1,2017-12-02,1,1,新购买用户
152242,1,2017-12-02,1,1,新购买用户
152252,3,2017-12-01,2,2,高频多品类用户
152254,4,2017-12-03,4,0,高频多品类用户
152259,2,2017-12-03,2,0,稳定复购用户
152272,1,2017-11-28,1,5,低频沉睡用户
152273,3,2017-12-01,3,2,高频多品类用户
152277,1,2017-12-02,1,1,新购买用户
152283,4,2017-11-30,4,3,高频多品类用户
152300,1,2017-12-03,1,0,新购买用户
152305,1,2017-12-03,1,0,新购买用户
152308,2,2017-11-27,2,6,稳定复购用户
152312,2,2017-11-28,1,5,稳定复购用户
152321,3,2017-12-03,3,0,高频多品类用户
152331,1,2017-12-01,1,2,低频沉睡用户
152354,4,2017-12-02,3,1,高频多品类用户
152361,1,2017-12-03,1,0,新购买用户
152375,1,2017-12-01,1,2,低频沉睡用户
152381,1,2017-12-03,1,0,新购买用户
152394,1,2017-11-28,1,5,低频沉睡用户
152399,2,2017-11-29,2,4,稳定复购用户
152409,4,2017-12-01,4,2,高频多品类用户
152419,1,2017-12-01,1,2,低频沉睡用户
152420,1,2017-11-26,1,7,低频沉睡用户
152429,1,2017-11-29,1,4,低频沉睡用户
152442,3,2017-11-27,3,6,高频多品类用户
152444,3,2017-11-29,3,4,高频多品类用户
